seqnames	start	end	width	strand	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	annotation	geneChr	geneStart	geneEnd	geneLength	geneStrand	geneId	transcriptId	distanceToTSS	GENENAME
chr1	147538415	147539450	1036	*	147538984	31	5	10	2.57094345812448e-12	2.07540151730967e-09	3.03813446783155e-05	3038.13446783155	3.72190242809471e-06	372.190242809471	2665.94422502208	3.33686267250089e-08	Distal Intergenic	1	147541501	147626180	84680	1	607	ENST00000683836.1	-2051	BCL9
chr1	147668900	147669785	886	*	147669492	30	11	7	4.21374046766232e-12	1.29951003429163e-05	2.94013013015956e-05	2940.13013015956	8.18818534180835e-06	818.818534180835	2121.31159597873	5.09865618393054e-08	Promoter	1	147649817	147670048	20232	2	51205	ENST00000487562.5	263	ACP6
chr1	147675988	147677336	1349	*	147676833	64	28	12	0	7.83945686144705e-10	6.27227761100706e-05	6272.27761100706	2.08426535973304e-05	2084.26535973304	4188.01225127403	0	Distal Intergenic	1	147642230	147670524	28295	2	51205	ENST00000583509.7	-5464	ACP6
chr1	148641458	148642971	1514	*	148642499	28	14	8	3.0058292521673e-09	0.000147288207874574	2.74412145481559e-05	2744.12145481559	1.04213267986652e-05	1042.13267986652	1701.98877494907	1.95065344587262e-05	Intron (ENST00000606877.2/100996763, intron 1 of 7)	1	148593645	148679742	86098	2	100996763	ENST00000606877.2	36771	NBPF14
chr1	148651465	148652989	1525	*	148652623	55	30	17	0	9.89272718188161e-08	5.39023857195919e-05	5390.23857195919	2.23314145685682e-05	2233.14145685682	3157.09711510237	0	Intron (ENST00000606877.2/100996763, intron 1 of 7)	1	148593645	148679742	86098	2	100996763	ENST00000606877.2	26753	NBPF14
chr1	149417596	149418924	1329	*	149418403	45	27	12	1.22124532708767e-15	1.0774646035383e-06	4.41019519523934e-05	4410.19519523934	2.00982731117114e-05	2009.82731117114	2400.3678840682	2.55797666573369e-11	Intron (ENST00000650865.2/100996717, intron 1 of 4)	1	149406376	149468030	61655	1	100996717	ENST00000578189.1	11220	NOTCH2NL
chr1	149417596	149418924	1329	*	149418403	45	27	12	1.22124532708767e-15	1.0774646035383e-06	4.41019519523934e-05	4410.19519523934	2.00982731117114e-05	2009.82731117114	2400.3678840682	2.55797666573369e-11	Intron (ENST00000650865.2/100996717, intron 1 of 4)	1	149406376	149468030	61655	1	100996717	ENST00000578189.1	11220	NBPF14
chr1	149417596	149418924	1329	*	149418403	45	27	12	1.22124532708767e-15	1.0774646035383e-06	4.41019519523934e-05	4410.19519523934	2.00982731117114e-05	2009.82731117114	2400.3678840682	2.55797666573369e-11	Intron (ENST00000650865.2/100996717, intron 1 of 4)	1	149406376	149468030	61655	1	100996717	ENST00000578189.1	11220	NBPF19
chr1	149795398	149796244	847	*	149795943	34	18	6	4.42534897615587e-13	3.57514050486341e-06	3.3321474808475e-05	3332.1474808475	1.33988487411409e-05	1339.88487411409	1992.26260673341	6.43076891471989e-09	Intron (ENST00000545683.1/440689, intron 1 of 1)	1	149785659	149793020	7362	2	124904411	ENST00000428289.1	-2378	NA
chr1	151006953	151008342	1390	*	151007152	25	7	6	2.27343865955021e-09	1.05047277653147e-05	2.45010844179963e-05	2450.10844179963	5.21066339933259e-06	521.066339933259	1929.04210186638	1.51418891991575e-05	Promoter	1	150996835	151008365	11531	2	55793	ENST00000361936.9	23	FAM63A
chr1	153511220	153511768	549	*	153511436	23	9	6	7.2139241247271e-09	0.000178861738261871	2.25409976645566e-05	2254.09976645566	6.69942437057047e-06	669.942437057047	1584.15732939862	4.3731614390904e-05	Distal Intergenic	1	153533430	153535129	1700	1	124904423	ENST00000420695.3	-21662	NA
chr1	155634476	155635859	1384	*	155635600	26	11	9	6.57441212581489e-10	0.000157431157759125	2.54811277947162e-05	2548.11277947162	8.18818534180835e-06	818.818534180835	1729.29424529078	4.94239242740858e-06	5' UTR	1	155613221	155614052	832	1	55154	ENST00000462250.2	21255	MSTO1
chr1	169496671	169497908	1238	*	169497299	26	7	14	9.57619872288262e-10	1.39466482529382e-06	2.54811277947162e-05	2548.11277947162	5.21066339933259e-06	521.066339933259	2027.04643953836	6.94129964507013e-06	Exon (ENST00000392097.5/ENST00000392097.5, exon 1 of 1)	1	169463909	169485944	22036	2	10560	ENST00000236137.10	-10727	SLC19A2
chr1	178655019	178656042	1024	*	178655839	25	7	10	1.36243860637819e-09	1.42363666609802e-05	2.45010844179963e-05	2450.10844179963	5.21066339933259e-06	521.066339933259	1929.04210186638	9.60066546479378e-06	Distal Intergenic	1	178677749	178677834	86	1	100616328	ENST00000585257.1	-21707	MIR4424
chr1	182967978	182969450	1473	*	182968974	30	6	13	1.86817228353675e-11	2.05992158719415e-06	2.94013013015956e-05	2940.13013015956	4.46628291371365e-06	446.628291371365	2493.5018387882	1.98386701728342e-07	Distal Intergenic	1	182899865	182953525	53661	2	81626	ENST00000488956.5	-14453	SHCBP1L
chr1	183461005	183462399	1395	*	183461698	27	11	11	2.70821143288913e-10	0.000296960845262095	2.6461171171436e-05	2646.1171171436	8.18818534180835e-06	818.818534180835	1827.29858296277	2.22301559206307e-06	Exon (ENST00000421703.5/284649, exon 4 of 5)	1	183461746	183471729	9984	2	284649	ENST00000432837.1	9330	NA
chr1	187312726	187313709	984	*	187313355	27	6	14	8.52420356522998e-11	2.68427939653648e-07	2.6461171171436e-05	2646.1171171436	4.46628291371365e-06	446.628291371365	2199.48882577224	7.79789520591089e-07	Intron (ENST00000643891.1/106144535, intron 2 of 8)	1	187307491	187487207	179717	1	106144535	ENST00000667298.1	5235	LINC01037
chr1	188371329	188373521	2193	*	188371915	43	20	30	0	2.91079571557162e-09	4.21418651989537e-05	4214.18651989537	1.48876097123788e-05	1488.76097123788	2725.42554865749	0	Distal Intergenic	1	188905688	189037262	131575	1	106144592	ENST00000445072.1	-532167	NA
chr1	191701251	191702411	1161	*	191701860	47	56	10	0	0.000293193469491748	4.60620387058331e-05	4606.20387058331	4.16853071946607e-05	4168.53071946607	437.673151117241	0	Distal Intergenic	1	191823432	192010781	187350	1	107985457	ENST00000664489.1	-121021	NA
chr1	200433032	200433617	586	*	200433368	26	15	7	6.03245120522899e-10	0.000389644161705394	2.54811277947162e-05	2548.11277947162	1.11657072842841e-05	1116.57072842841	1431.54205104321	4.58031653488067e-06	Intron (ENST00000637430.1/124904480, intron 4 of 5)	1	200411694	200478360	66667	1	124904480	ENST00000647823.1	21338	NA
chr1	207240703	207241777	1075	*	207241391	34	10	5	2.22044604925031e-15	1.82970103623781e-07	3.3321474808475e-05	3332.1474808475	7.44380485618941e-06	744.380485618941	2587.76699522856	4.49583777613801e-11	Promoter	1	207240122	207309292	69171	1	124904497	ENST00000634239.1	581	NA
chr1	220363957	220364499	543	*	220364226	24	1	4	1.03256259098572e-09	4.41456082800329e-09	2.35210410412765e-05	2352.10410412765	7.44380485618941e-07	74.4380485618941	2277.66605556575	7.41374570025855e-06	Distal Intergenic	1	220150135	220272529	122395	2	25782	ENST00000687065.1	-91428	RAB3GAP2
chr1	226114302	226114769	468	*	226114531	23	10	4	4.95594776328545e-09	0.000814415191309203	2.25409976645566e-05	2254.09976645566	7.44380485618941e-06	744.380485618941	1509.71928083672	3.06553933990509e-05	Distal Intergenic	1	226086964	226090465	3502	1	105373113	ENST00000655338.1	27338	NA
chr10	338281	339636	1356	*	339244	29	15	5	4.06108480177636e-12	0.000216972860675457	2.84212579248758e-05	2842.12579248758	1.11657072842841e-05	1116.57072842841	1725.55506405916	4.95747364899507e-08	Intron (ENST00000280886.12/22982, intron 29 of 36)	10	324639	329526	4888	2	22982	ENST00000434695.2	-8755	DIP2C
chr10	1268441	1269023	583	*	1268738	26	0	7	1.28945076838249e-10	4.46253034525057e-11	2.54811277947162e-05	2548.11277947162	0	0	2548.11277947162	1.13513453297632e-06	Intron (ENST00000655745.1/399706, intron 2 of 2)	10	1215676	1240530	24855	2	105	ENST00000469464.1	-27911	ADARB2
chr10	3330695	3331276	582	*	3330894	28	6	4	1.47482026591206e-11	2.93902017389769e-07	2.74412145481559e-05	2744.12145481559	4.46628291371365e-06	446.628291371365	2297.49316344423	1.62880115504229e-07	Distal Intergenic	10	3270090	3277649	7560	2	124902537	ENST00000662361.1	-53046	NA
chr10	3783524	3784215	692	*	3783967	30	14	8	6.33459951160376e-12	0.00031152925685074	2.94013013015956e-05	2940.13013015956	1.04213267986652e-05	1042.13267986652	1897.99745029304	7.25997215074829e-08	Promoter	10	3781808	3785183	3376	2	1316	ENST00000380946.3	968	KLF6
chr10	8084675	8085509	835	*	8084966	32	16	9	7.77378161842535e-13	4.01276589878652e-06	3.13613880550353e-05	3136.13880550353	1.19100877699031e-05	1191.00877699031	1945.13002851323	1.08801345997183e-08	Distal Intergenic	10	8058399	8074064	15666	1	2625	ENST00000461472.1	26276	GATA3
chr10	8365645	8366665	1021	*	8366160	32	22	12	1.50613965743673e-11	8.73664786521511e-05	3.13613880550353e-05	3136.13880550353	1.63763706836167e-05	1637.63706836167	1498.50173714186	1.65736371888222e-07	Distal Intergenic	10	8400860	8461863	61004	1	105376396	ENST00000413286.1	-34195	NA
chr10	8725295	8727606	2312	*	8726431	47	40	17	0	7.86220631932011e-08	4.60620387058331e-05	4606.20387058331	2.97752194247576e-05	2977.52194247576	1628.68192810755	0	Distal Intergenic	10	8897989	8914596	16608	1	105755953	ENST00000447297.1	-170383	RP11-428L9.1
chr10	9036293	9037696	1404	*	9037146	37	35	24	5.55441248550892e-11	4.89914296109006e-06	3.62616049386346e-05	3626.16049386346	2.60533169966629e-05	2605.33169966629	1020.82879419716	5.33841966429237e-07	Distal Intergenic	10	8897989	8914596	16608	1	105755953	ENST00000447297.1	138304	RP11-428L9.1
chr10	17445203	17446634	1432	*	17446077	27	12	7	3.93169941048654e-11	0.000513567644254032	2.6461171171436e-05	2646.1171171436	8.93256582742729e-06	893.25658274273	1752.86053440088	3.876959431876e-07	Exon (ENST00000657045.1/100128098, exon 7 of 7)	10	17320346	17454196	133851	2	338596	ENST00000648997.1	7562	ST8SIA6
chr10	21183714	21185277	1564	*	21184514	46	25	14	0	1.41144524093972e-05	4.50819953291133e-05	4508.19953291133	1.86095121404735e-05	1860.95121404735	2647.24831886397	0	Intron (ENST00000675702.1/10529, intron 3 of 8)	10	20780050	21174931	394882	2	10529	ENST00000675700.1	-8783	NEBL
chr10	29163209	29164759	1551	*	29164370	29	13	11	9.01883012716098e-11	0.000118901601327104	2.84212579248758e-05	2842.12579248758	9.67694631304624e-06	967.694631304624	1874.43116118295	8.22560099643931e-07	Distal Intergenic	10	29289061	29311228	22168	1	84569	ENST00000375500.8	-124302	LYZL1
chr10	30681853	30683040	1188	*	30682367	25	12	11	1.4445702412047e-09	0.000613898882568908	2.45010844179963e-05	2450.10844179963	8.93256582742729e-06	893.25658274273	1556.8518590569	1.01461054332476e-05	Intron (ENST00000422642.6/645954, intron 2 of 18)	10	30693662	30698463	4802	1	645954	ENST00000435645.1	-10622	NA
chr10	43355351	43356550	1200	*	43356347	23	9	5	7.60439589075901e-09	0.00083720087623107	2.25409976645566e-05	2254.09976645566	6.69942437057047e-06	669.942437057047	1584.15732939862	4.57335596810895e-05	Distal Intergenic	10	43325833	43350792	24960	2	107984226	ENST00000650340.1	-4559	NA
chr10	44172769	44174190	1422	*	44173414	37	16	13	1.11022302462516e-16	7.89208339779801e-06	3.62616049386346e-05	3626.16049386346	1.19100877699031e-05	1191.00877699031	2435.15171687315	2.67609391436786e-12	Distal Intergenic	10	44292569	44293948	1380	1	100130539	ENST00000623589.1	-118379	C10orf142
chr10	50172823	50173767	945	*	50173372	26	3	9	3.64442809264176e-10	3.30405887760676e-07	2.54811277947162e-05	2548.11277947162	2.23314145685682e-06	223.314145685682	2324.79863378594	2.88996296602297e-06	Distal Intergenic	10	50187211	50199146	11936	2	56624	ENST00000489640.5	25379	ASAH2
chr10	50172823	50173767	945	*	50173372	26	3	9	3.64442809264176e-10	3.30405887760676e-07	2.54811277947162e-05	2548.11277947162	2.23314145685682e-06	223.314145685682	2324.79863378594	2.88996296602297e-06	Distal Intergenic	10	50187211	50199146	11936	2	56624	ENST00000489640.5	25379	ASAH2B
chr10	52435488	52436425	938	*	52435824	30	26	12	3.86302101418323e-12	0.000604996116876699	2.94013013015956e-05	2940.13013015956	1.93538926260925e-05	1935.38926260925	1004.74086755031	4.76928888477811e-08	Distal Intergenic	10	52450874	52455272	4399	2	101928687	ENST00000435813.6	18847	LINC01468
chr10	62381413	62382241	829	*	62381687	27	4	6	7.26259052896694e-11	5.8604749941793e-09	2.6461171171436e-05	2646.1171171436	2.97752194247576e-06	297.752194247576	2348.36492289603	6.74536526671407e-07	Intron (ENST00000395255.7/22891, intron 2 of 4)	10	62375544	62376352	809	1	22891	ENST00000421210.1	5869	ZNF365
chr10	63710862	63712191	1330	*	63711415	25	6	12	9.26939081047351e-10	4.28277266095733e-07	2.45010844179963e-05	2450.10844179963	4.46628291371365e-06	446.628291371365	2003.48015042827	6.75113517494573e-06	Intron (ENST00000444770.1/124902438, intron 2 of 2)	10	63664664	63990568	325905	1	124902438	ENST00000444770.1	46198	NA
chr10	74821747	74823209	1463	*	74822007	26	14	9	4.76837236362826e-10	0.000516486262395421	2.54811277947162e-05	2548.11277947162	1.04213267986652e-05	1042.13267986652	1505.9800996051	3.68501514918014e-06	Exon (ENST00000608199.1/ENST00000608199.1, exon 1 of 1)	10	74824927	74842972	18046	1	23522	ENST00000648828.1	-1718	KAT6B
chr10	84401186	84402183	998	*	84401761	28	5	13	2.10859107951933e-11	2.98713150703733e-06	2.74412145481559e-05	2744.12145481559	3.72190242809471e-06	372.190242809471	2371.93121200612	2.2159307689438e-07	Intron (ENST00000372088.8/54462, intron 3 of 9)	10	84393853	84514405	120553	1	54462	ENST00000494144.5	7333	CCSER2
chr10	88385244	88386700	1457	*	88386189	24	6	16	4.84782536336326e-09	0.000130668640396014	2.35210410412765e-05	2352.10410412765	4.46628291371365e-06	446.628291371365	1905.47581275628	3.01709378523096e-05	Intron (ENST00000371947.7/55328, intron 4 of 6)	10	88284102	88583318	299217	2	55328	ENST00000331772.9	196618	RNLS
chr10	96863483	96864253	771	*	96863692	27	12	7	4.61977123222823e-11	0.000123680631140877	2.6461171171436e-05	2646.1171171436	8.93256582742729e-06	893.25658274273	1752.86053440088	4.49704819400081e-07	Intron (ENST00000676067.1/84458, intron 2 of 7)	10	96833406	96907330	73925	1	84458	ENST00000676314.1	30077	LCOR
chr10	103124728	103126185	1458	*	103125982	27	13	18	6.45462427950605e-09	4.52387362539497e-05	2.6461171171436e-05	2646.1171171436	9.67694631304624e-06	967.694631304624	1678.42248583898	3.93643686396081e-05	Exon (ENST00000445539.1/ENST00000445539.1, exon 1 of 1)	10	103099926	103140192	40267	2	22978	ENST00000487810.5	14007	NT5C2
chr10	103167806	103169172	1367	*	103168695	88	78	19	0	7.51075070382079e-06	8.62438171513471e-05	8624.38171513471	5.80616778782774e-05	5806.16778782774	2818.21392730697	0	Intron (ENST00000675164.1/22978, intron 3 of 19)	10	103088482	103176899	88418	2	22978	ENST00000675040.1	7727	NT5C2
chr10	115664075	115665167	1093	*	115664803	60	80	14	0	1.21484208914779e-07	5.88026026031912e-05	5880.26026031912	5.95504388495153e-05	5955.04388495153	-74.7836246324077	0	Intron (ENST00000355044.8/26033, intron 26 of 28)	10	115467174	115597982	130809	1	26033	ENST00000424738.1	196901	ATRNL1
chr10	116142461	116143591	1131	*	116143332	26	23	14	9.23655707474325e-10	9.30470647318993e-05	2.54811277947162e-05	2548.11277947162	1.71207511692356e-05	1712.07511692356	836.037662548055	6.74339272830049e-06	Intron (ENST00000369236.5/2674, intron 3 of 8)	10	116064211	116255795	191585	2	2674	ENST00000682724.1	112204	GFRA1
chr11	9565411	9566740	1330	*	9566333	26	15	11	3.79743680944955e-10	0.000878675016425023	2.54811277947162e-05	2548.11277947162	1.11657072842841e-05	1116.57072842841	1431.54205104321	2.99565290593293e-06	Distal Intergenic	11	9573670	9589985	16316	1	7465	ENST00000450114.7	-6930	WEE1
chr11	17238537	17239566	1030	*	17238784	33	11	7	1.36557432028894e-14	1.69282140159988e-05	3.23414314317552e-05	3234.14314317552	8.18818534180835e-06	818.818534180835	2415.32460899468	2.42538616870603e-10	Intron (ENST00000528644.5/4925, intron 1 of 2)	11	17260340	17349980	89641	1	4925	ENST00000646648.1	-20774	NUCB2
chr11	24446071	24446529	459	*	24446296	30	14	3	2.68229882749438e-13	3.3339958772638e-05	2.94013013015956e-05	2940.13013015956	1.04213267986652e-05	1042.13267986652	1897.99745029304	4.01303352234585e-09	Distal Intergenic	11	24496970	24893337	396368	1	338645	ENST00000531187.5	-50441	LUZP2
chr11	38970926	38972328	1403	*	38972076.5	30	9	17	2.6523228058295e-12	6.37422582494551e-08	2.94013013015956e-05	2940.13013015956	6.69942437057047e-06	669.942437057047	2270.18769310251	3.42783716399799e-08	Distal Intergenic	11	38648858	38655252	6395	1	101928536	ENST00000534756.1	322068	LINC01493
chr11	47945983	47947262	1280	*	47946961.5	28	11	10	2.70008460034887e-11	0.000109947093598572	2.74412145481559e-05	2744.12145481559	8.18818534180835e-06	818.818534180835	1925.30292063475	2.759237458233e-07	Distal Intergenic	11	47980425	48170839	190415	1	5795	ENST00000698881.1	-33163	PTPRJ
chr11	63528494	63528926	433	*	63528723	34	6	4	1.88737914186277e-15	1.31349586762752e-09	3.3321474808475e-05	3332.1474808475	4.46628291371365e-06	446.628291371365	2885.51918947614	3.84710950642682e-11	Distal Intergenic	11	63536808	63546458	9651	1	5920	ENST00000255688.8	-7882	RARRES3
chr11	63530837	63531295	459	*	63531066	23	3	4	5.41263567299666e-09	7.17453648713118e-07	2.25409976645566e-05	2254.09976645566	2.23314145685682e-06	223.314145685682	2030.78562076998	3.32769498580977e-05	Distal Intergenic	11	63536808	63546458	9651	1	5920	ENST00000255688.8	-5513	RARRES3
chr11	66124360	66125316	957	*	66124772	28	4	8	1.02876374086236e-10	2.1520475734782e-08	2.74412145481559e-05	2744.12145481559	2.97752194247576e-06	297.752194247576	2446.36926056801	9.27144473329498e-07	Intron (ENST00000320580.9/55690, intron 1 of 23)	11	66100763	66216250	115488	1	55690	ENST00000527380.1	23597	PACS1
chr11	72164288	72164817	530	*	72164584	29	10	4	2.27462493285202e-12	0.000108753438869069	2.84212579248758e-05	2842.12579248758	7.44380485618941e-06	744.380485618941	2097.74530686863	3.01167376419141e-08	Intron (ENST00000378140.3/ENST00000378140.3, intron 2 of 2)	11	72189558	72196323	6766	1	2348	ENST00000312293.9	-24741	FOLR1
chr11	78150628	78151407	780	*	78151052	27	12	6	4.53412862810865e-11	0.000175431786208602	2.6461171171436e-05	2646.1171171436	8.93256582742729e-06	893.25658274273	1752.86053440088	4.42787256294022e-07	Intron (ENST00000701360.1/100289388, intron 2 of 2)	11	78139943	78175188	35246	1	100289388	ENST00000663331.1	10685	KCTD21-AS1
chr11	80719440	80720785	1346	*	80720365	40	10	19	0	5.26622079277672e-11	3.92017350687941e-05	3920.17350687941	7.44380485618941e-06	744.380485618941	3175.79302126047	0	Distal Intergenic	11	80751200	80762826	11627	2	101928944	ENST00000526840.1	42041	RP11-686G23.2
chr11	84687363	84688867	1505	*	84687756	73	67	12	0	0.000106937491906045	7.15431665005493e-05	7154.31665005493	4.98734925364691e-05	4987.34925364691	2166.96739640803	0	Intron (ENST00000398309.6/1740, intron 1 of 22)	11	83459375	84720581	1261207	2	1740	ENST00000706267.1	31714	DLG2
